,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
11526,-35.922,149.367,347.7,1.4,1.2,2020-01-03,2345,Terra,MODIS,92,6.0NRT,313.2,65.3,D
15178,-35.75,148.322,414.6,1.0,1.0,2020-01-04,400,Aqua,MODIS,75,6.0NRT,306.8,336.6,D
21797,-33.224,122.259,340.0,1.0,1.0,2020-01-07,155,Terra,MODIS,73,6.0NRT,318.4,18.6,D
24672,-35.285,149.925,371.2,2.2,1.4,2020-01-10,325,Aqua,MODIS,100,6.0NRT,317.8,314.9,D
27623,-37.313,149.504,341.5,1.0,1.0,2020-01-13,355,Aqua,MODIS,71,6.0NRT,294.1,38.0,D
19873,-30.086,151.309,328.5,1.9,1.3,2020-01-05,30,Terra,MODIS,61,6.0NRT,306.4,34.4,D
5169,-36.075,147.571,333.4,1.1,1.0,2020-01-02,415,Aqua,MODIS,54,6.0NRT,316.1,19.0,D
24077,-37.567,149.075,341.0,1.4,1.2,2020-01-09,420,Aqua,MODIS,89,6.0NRT,299.7,60.0,D
14380,-35.985,149.489,357.9,1.0,1.0,2020-01-04,400,Aqua,MODIS,98,6.0NRT,307.7,69.5,D
24629,-35.934,148.914,333.6,3.1,1.7,2020-01-10,50,Terra,MODIS,80,6.0NRT,301.7,117.5,D
10976,-36.021,147.824,307.2,3.3,1.7,2020-01-03,1600,Aqua,MODIS,71,6.0NRT,294.4,45.2,N
25926,-18.283,143.241,348.2,1.0,1.0,2020-01-11,415,Aqua,MODIS,85,6.0NRT,316.6,31.7,D
21991,-32.921,123.656,345.9,2.4,1.5,2020-01-07,615,Aqua,MODIS,90,6.0NRT,315.4,127.7,D
17432,-31.357,152.108,313.6,1.0,1.0,2020-01-04,1505,Aqua,MODIS,87,6.0NRT,297.5,9.2,N
19139,-37.34,149.514,361.6,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,292.3,91.8,N
26877,-37.7,149.238,337.3,1.4,1.2,2020-01-12,1240,Terra,MODIS,100,6.0NRT,288.6,63.5,N
13114,-37.079,147.252,416.3,1.1,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,323.7,377.4,D
16725,-37.167,149.659,328.4,2.2,1.4,2020-01-04,1325,Terra,MODIS,98,6.0NRT,274.4,0.0,N
33059,-32.798,122.197,346.6,3.8,1.8,2020-01-28,630,Aqua,MODIS,85,6.0NRT,319.6,224.4,D
18686,-37.179,149.483,352.2,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,292.0,0.0,N
18388,-37.127,149.809,406.8,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,303.0,0.0,N
30390,-37.09,149.451,324.7,1.3,1.1,2020-01-15,345,Aqua,MODIS,64,6.0NRT,293.4,23.7,D
25382,-37.266,149.179,329.4,1.0,1.0,2020-01-11,410,Aqua,MODIS,52,6.0NRT,297.4,21.8,D
13879,-36.543,147.766,432.6,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,330.8,507.1,D
5526,-16.605,137.996,351.8,1.2,1.1,2020-01-02,420,Aqua,MODIS,94,6.0NRT,306.9,59.2,D
21643,-32.429,121.299,346.5,1.0,1.0,2020-01-07,155,Terra,MODIS,88,6.0NRT,321.3,32.2,D
1508,-41.657,148.019,327.8,1.1,1.0,2020-01-01,1255,Terra,MODIS,100,6.0NRT,279.9,32.6,N
8672,-26.543,150.669,343.2,1.9,1.3,2020-01-03,320,Aqua,MODIS,86,6.0NRT,312.9,72.3,D
28733,-37.161,149.626,320.3,1.8,1.3,2020-01-13,1320,Terra,MODIS,70,6.0NRT,289.1,40.2,N
34332,-35.661,148.929,361.1,2.8,1.6,2020-01-30,440,Aqua,MODIS,100,6.0NRT,301.8,340.7,D
29233,-37.738,149.096,344.4,1.1,1.1,2020-01-13,1500,Aqua,MODIS,100,6.0NRT,299.1,0.0,N
1502,-41.673,148.002,325.2,1.1,1.0,2020-01-01,1255,Terra,MODIS,100,6.0NRT,278.9,28.5,N
28823,-35.775,148.729,306.9,1.3,1.1,2020-01-13,1500,Aqua,MODIS,70,6.0NRT,281.5,14.6,N
8625,-33.164,150.084,341.4,2.5,1.5,2020-01-03,320,Aqua,MODIS,85,6.0NRT,307.2,113.7,D
29042,-37.299,149.374,313.5,1.1,1.1,2020-01-13,1500,Aqua,MODIS,67,6.0NRT,289.4,14.2,N
728,-31.409,151.748,334.9,1.2,1.1,2020-01-01,335,Aqua,MODIS,72,6.0NRT,308.5,27.7,D
17291,-29.074,150.782,319.9,4.2,1.9,2020-01-04,1330,Terra,MODIS,99,6.0NRT,295.7,123.2,N
21831,-31.875,121.52,362.7,1.0,1.0,2020-01-07,155,Terra,MODIS,100,6.0NRT,324.2,70.7,D
14575,-36.02,148.365,500.1,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,400.1,0.0,D
22905,-32.909,124.083,420.6,4.5,1.9,2020-01-08,240,Terra,MODIS,100,6.0NRT,305.0,3349.6,D
1066,-28.928,128.75,398.8,1.0,1.0,2020-01-01,510,Aqua,MODIS,100,6.0NRT,329.5,219.8,D
17,-14.714,143.777,329.5,1.0,1.0,2020-01-01,50,Terra,MODIS,69,6.0NRT,299.9,12.7,D
34205,-41.589,148.152,351.4,1.8,1.3,2020-01-30,440,Aqua,MODIS,95,6.0NRT,313.7,115.7,D
2640,-35.81,148.272,324.7,1.0,1.0,2020-01-01,1255,Terra,MODIS,100,6.0NRT,291.7,22.6,N
22074,-32.49,123.124,351.7,2.3,1.5,2020-01-07,615,Aqua,MODIS,81,6.0NRT,305.6,174.8,D
20221,-32.516,150.226,326.7,1.3,1.1,2020-01-05,1235,Terra,MODIS,74,6.0NRT,287.6,33.6,N
4952,-36.917,146.661,325.9,1.0,1.0,2020-01-02,415,Aqua,MODIS,73,6.0NRT,307.2,15.7,D
10085,-28.198,151.409,322.3,1.1,1.0,2020-01-03,1245,Terra,MODIS,100,6.0NRT,294.5,20.5,N
17800,-33.862,150.474,336.0,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,292.2,35.7,N
18039,-34.702,150.229,335.9,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,289.0,34.6,N
30765,-36.352,147.672,344.6,1.5,1.2,2020-01-16,425,Aqua,MODIS,90,6.0NRT,303.2,70.1,D
11084,-21.997,116.205,309.2,1.0,1.0,2020-01-03,1735,Aqua,MODIS,73,6.0NRT,295.7,5.9,N
15176,-35.869,147.53,411.6,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,323.2,316.6,D
19780,-34.31,149.962,339.9,1.7,1.3,2020-01-05,30,Terra,MODIS,88,6.0NRT,296.1,81.3,D
33545,-35.636,148.905,403.0,1.0,1.0,2020-01-29,355,Aqua,MODIS,100,6.0NRT,305.7,271.3,D
16,-16.004,145.112,325.7,1.2,1.1,2020-01-01,50,Terra,MODIS,71,6.0NRT,302.3,17.3,D
22713,-31.051,123.714,314.1,1.3,1.1,2020-01-07,1715,Aqua,MODIS,75,6.0NRT,297.5,15.0,N
8637,-32.728,150.095,337.4,2.5,1.5,2020-01-03,320,Aqua,MODIS,79,6.0NRT,303.8,98.4,D
24700,-37.301,149.112,337.5,2.6,1.5,2020-01-10,325,Aqua,MODIS,88,6.0NRT,297.7,124.6,D
20229,-31.126,150.597,305.5,1.2,1.1,2020-01-05,1235,Terra,MODIS,64,6.0NRT,291.7,6.2,N
18655,-37.164,149.451,380.1,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,292.1,0.0,N
7338,-36.095,149.578,309.7,1.0,1.0,2020-01-02,1515,Aqua,MODIS,78,6.0NRT,285.6,11.9,N
14381,-35.996,149.411,339.0,1.0,1.0,2020-01-04,400,Aqua,MODIS,58,6.0NRT,306.8,26.6,D
5326,-24.613,146.684,386.8,1.4,1.2,2020-01-02,420,Aqua,MODIS,100,6.0NRT,319.5,254.8,D
22009,-32.915,123.649,343.7,2.4,1.5,2020-01-07,615,Aqua,MODIS,68,6.0NRT,318.1,101.0,D
4595,-26.507,150.674,338.3,2.3,1.5,2020-01-02,415,Aqua,MODIS,77,6.0NRT,310.0,83.8,D
26327,-36.61,148.054,322.4,1.0,1.0,2020-01-11,1510,Aqua,MODIS,100,6.0NRT,282.6,23.4,N
16216,-31.252,121.141,351.7,1.0,1.0,2020-01-04,545,Aqua,MODIS,94,6.0NRT,326.0,44.7,D
7651,-37.594,148.773,321.7,1.0,1.0,2020-01-02,1520,Aqua,MODIS,100,6.0NRT,289.4,21.8,N
22980,-32.345,123.214,364.6,3.9,1.8,2020-01-08,240,Terra,MODIS,100,6.0NRT,301.1,598.4,D
24046,-30.097,150.066,358.7,2.3,1.5,2020-01-09,420,Aqua,MODIS,99,6.0NRT,307.2,214.4,D
14986,-35.829,148.728,344.8,1.0,1.0,2020-01-04,400,Aqua,MODIS,88,6.0NRT,305.4,39.7,D
14244,-36.019,149.691,411.4,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,327.2,321.7,D
12699,-37.135,148.205,401.3,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,306.7,251.0,D
20359,-17.538,143.363,309.2,2.3,1.5,2020-01-05,1235,Terra,MODIS,74,6.0NRT,293.8,17.2,N
4642,-41.579,147.841,343.6,1.0,1.0,2020-01-02,415,Aqua,MODIS,79,6.0NRT,298.0,39.7,D
8540,-35.99,148.307,326.5,3.5,1.8,2020-01-03,320,Aqua,MODIS,71,6.0NRT,299.8,118.1,D
12456,-37.426,149.517,382.7,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,290.1,154.1,D
10730,-36.703,147.875,306.0,1.3,1.1,2020-01-03,1245,Terra,MODIS,55,6.0NRT,292.4,9.2,N
21124,-32.581,122.265,341.2,1.3,1.1,2020-01-06,530,Aqua,MODIS,64,6.0NRT,320.2,25.5,D
21837,-31.896,121.487,356.8,1.0,1.0,2020-01-07,155,Terra,MODIS,97,6.0NRT,316.3,64.2,D
3595,-24.599,146.717,311.2,3.4,1.7,2020-01-01,1610,Aqua,MODIS,82,6.0NRT,294.6,51.3,N
34207,-41.59,147.815,356.8,1.7,1.3,2020-01-30,440,Aqua,MODIS,98,6.0NRT,307.9,138.2,D
8662,-29.436,152.132,372.0,1.7,1.3,2020-01-03,320,Aqua,MODIS,100,6.0NRT,304.1,240.0,D
14037,-36.433,147.901,436.9,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,320.3,550.1,D
24988,-18.228,144.137,316.2,1.1,1.0,2020-01-10,1255,Terra,MODIS,65,6.0NRT,297.1,11.2,N
15763,-34.808,150.354,409.7,1.1,1.0,2020-01-04,405,Aqua,MODIS,100,6.0NRT,333.5,320.0,D
17809,-33.869,150.461,369.4,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,302.0,112.3,N
14539,-36.105,147.888,505.5,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,400.1,0.0,D
26128,-19.855,144.222,317.3,3.1,1.7,2020-01-11,1340,Terra,MODIS,94,6.0NRT,291.7,68.6,N
27861,-36.921,146.577,322.0,1.3,1.1,2020-01-13,355,Aqua,MODIS,73,6.0NRT,300.0,19.0,D
20893,-32.413,121.303,339.5,1.4,1.2,2020-01-06,530,Aqua,MODIS,79,6.0NRT,319.1,30.9,D
3054,-32.281,123.431,323.4,1.0,1.0,2020-01-01,1435,Terra,MODIS,92,6.0NRT,297.6,16.7,N
7595,-37.517,148.622,397.2,1.0,1.0,2020-01-02,1520,Aqua,MODIS,100,6.0NRT,300.2,244.3,N
999,-30.922,123.609,341.9,1.9,1.4,2020-01-01,510,Aqua,MODIS,68,6.0NRT,322.4,49.0,D
5855,-32.489,123.512,400.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,316.5,324.3,D
8660,-29.447,152.133,353.8,1.7,1.3,2020-01-03,320,Aqua,MODIS,96,6.0NRT,299.9,130.0,D
24246,-35.899,147.929,352.7,1.3,1.1,2020-01-09,420,Aqua,MODIS,95,6.0NRT,306.3,68.9,D
22157,-32.678,121.959,340.6,1.9,1.3,2020-01-07,615,Aqua,MODIS,66,6.0NRT,307.1,72.9,D
6212,-31.894,121.59,359.0,1.1,1.0,2020-01-02,555,Aqua,MODIS,93,6.0NRT,320.7,58.4,D
6089,-32.342,123.533,350.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,93,6.0NRT,315.1,55.0,D
3305,-32.364,123.554,325.9,1.0,1.0,2020-01-01,1435,Terra,MODIS,100,6.0NRT,296.7,20.8,N
385,-35.687,148.178,342.9,2.3,1.5,2020-01-01,330,Aqua,MODIS,90,6.0NRT,301.7,139.7,D
5067,-35.997,149.502,343.1,1.3,1.1,2020-01-02,415,Aqua,MODIS,91,6.0NRT,299.7,61.8,D
12972,-37.244,146.503,350.3,1.1,1.1,2020-01-04,400,Aqua,MODIS,95,6.0NRT,308.0,61.7,D
12511,-37.402,149.488,445.1,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,298.2,637.9,D
6957,-36.455,149.93,338.5,1.1,1.0,2020-01-02,1515,Aqua,MODIS,100,6.0NRT,291.9,43.8,N
5958,-32.418,123.573,386.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,317.6,225.3,D
27387,-37.685,148.849,349.4,1.1,1.0,2020-01-13,355,Aqua,MODIS,95,6.0NRT,299.4,56.3,D
23079,-32.607,122.198,340.4,3.3,1.7,2020-01-08,240,Terra,MODIS,77,6.0NRT,310.1,127.7,D
33250,-32.854,124.334,312.8,2.9,1.6,2020-01-28,1730,Aqua,MODIS,56,6.0NRT,298.0,37.0,N
31685,-32.035,149.029,340.3,2.8,1.6,2020-01-23,435,Aqua,MODIS,76,6.0NRT,287.1,145.8,D
11733,-36.527,148.233,327.4,1.6,1.2,2020-01-03,2345,Terra,MODIS,62,6.0NRT,301.9,36.5,D
13321,-36.995,146.884,366.3,1.1,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,295.4,101.6,D
8285,-33.975,142.183,339.3,1.0,1.0,2020-01-03,40,Terra,MODIS,59,6.0NRT,320.6,16.5,D
11938,-37.459,149.661,333.0,1.3,1.1,2020-01-03,2345,Terra,MODIS,75,6.0NRT,304.2,32.6,D
21513,-32.595,122.237,317.3,2.3,1.5,2020-01-06,1630,Aqua,MODIS,64,6.0NRT,293.3,46.9,N
13303,-37.006,146.947,411.0,1.1,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,307.9,342.2,D
10245,-37.57,149.349,323.2,1.1,1.1,2020-01-03,1245,Terra,MODIS,100,6.0NRT,295.0,22.9,N
15549,-22.832,149.426,340.8,1.4,1.2,2020-01-04,405,Aqua,MODIS,69,6.0NRT,317.3,31.6,D
5927,-32.485,123.237,408.0,1.2,1.1,2020-01-02,555,Aqua,MODIS,75,6.0NRT,338.8,311.8,D
14291,-35.99,149.695,371.3,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,320.8,105.8,D
4783,-37.6,148.007,331.4,1.1,1.0,2020-01-02,415,Aqua,MODIS,72,6.0NRT,297.5,25.0,D
27266,-37.535,149.216,313.5,1.6,1.3,2020-01-12,2340,Terra,MODIS,56,6.0NRT,294.6,15.3,D
29226,-37.694,148.848,324.2,1.2,1.1,2020-01-13,1500,Aqua,MODIS,100,6.0NRT,289.9,29.5,N
